"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L5465","OGZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OGZIPCompression.java","L5463","6","0","63","0","14","8","17","0"
"L5466","OHighZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OHighZIPCompression.java","L5463","1","0","13","0","7","5","17","0"
"L5467","OLowZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OLowZIPCompression.java","L5463","1","0","13","0","7","5","17","0"
"L5468","ONothingCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/ONothingCompression.java","L5463","5","0","25","0","18","8","17","0"
"L5469","OSnappyCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OSnappyCompression.java","L5463","3","0","34","0","17","8","17","0"
"L5470","OZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OZIPCompression.java","L5463","6","0","67","0","7","5","17","0"
"L5471","OZIPCompressionUtil.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OZIPCompressionUtil.java","L5463","18","0","119","2","27","9","17","0"
"L6815","ODatabaseDocument.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocument.java","L6814","1","0","44","1","32","8","1345","0"
"L6816","ODatabaseDocumentPool.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocumentPool.java","L6814","1","0","25","0","28","6","327","0"
"L6817","ODatabaseDocumentTx.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocumentTx.java","L6814","405","0","2037","9","274","19","3122","0"
"L6818","ODatabaseDocumentTxPooled.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocumentTxPooled.java","L6814","10","0","88","3","64","13","327","0"
"L6819","ODocumentFieldVisitor.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODocumentFieldVisitor.java","L6814","1","0","8","0","8","6","17","0"
"L6820","ODocumentFieldWalker.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODocumentFieldWalker.java","L6814","31","0","91","0","14","8","327","0"
"L8651","ODatabaseObject.java","core/src/main/java/com/orientechnologies/orient/core/db/object/ODatabaseObject.java","L8650","1","0","21","0","17","2","17","0"
"L8652","OLazyObjectListInterface.java","core/src/main/java/com/orientechnologies/orient/core/db/object/OLazyObjectListInterface.java","L8650","1","0","6","0","1","0","0","0"
"L8653","OLazyObjectMapInterface.java","core/src/main/java/com/orientechnologies/orient/core/db/object/OLazyObjectMapInterface.java","L8650","1","0","6","0","1","0","0","0"
"L8654","OLazyObjectSetInterface.java","core/src/main/java/com/orientechnologies/orient/core/db/object/OLazyObjectSetInterface.java","L8650","1","0","6","0","1","0","0","0"
"L8655","OObjectLazyMultivalueElement.java","core/src/main/java/com/orientechnologies/orient/core/db/object/OObjectLazyMultivalueElement.java","L8650","1","0","8","0","12","8","327","0"
"L10582","OAutoConvertToRecord.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OAutoConvertToRecord.java","L10581","1","0","5","0","3","2","3122","0"
"L10583","OClassTrigger.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OClassTrigger.java","L10581","61","0","269","0","67","10","1345","0"
"L10584","OCurrentStorageComponentsFactory.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OCurrentStorageComponentsFactory.java","L10581","1","0","14","0","15","8","327","0"
"L10585","ODetachable.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ODetachable.java","L10581","1","0","4","0","4","2","17","0"
"L10586","OIdentifiable.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OIdentifiable.java","L10581","1","0","13","0","27","11","3122","0"
"L10587","OIdentityChangeListener.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OIdentityChangeListener.java","L10581","1","0","4","0","7","5","17","0"
"L10588","OLazyRecordIterator.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OLazyRecordIterator.java","L10581","13","0","77","0","26","6","17","0"
"L10589","OLazyRecordMultiIterator.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OLazyRecordMultiIterator.java","L10581","19","0","87","0","12","6","17","0"
"L10590","OMultiValueChangeEvent.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OMultiValueChangeEvent.java","L10581","16","0","70","0","8","4","17","0"
"L10591","OMultiValueChangeListener.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OMultiValueChangeListener.java","L10581","1","0","4","0","4","2","17","0"
"L10592","OMultiValueChangeTimeLine.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OMultiValueChangeTimeLine.java","L10581","1","0","13","0","4","2","17","0"
"L10593","OPlaceholder.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OPlaceholder.java","L10581","4","0","86","1","21","11","1345","0"
"L10594","OProxedResource.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OProxedResource.java","L10581","1","0","14","0","11","5","3122","0"
"L10595","ORecordElement.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordElement.java","L10581","1","0","12","0","26","8","327","0"
"L10596","ORecordLazyList.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordLazyList.java","L10581","81","0","395","2","67","8","327","0"
"L10597","ORecordLazyListener.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordLazyListener.java","L10581","1","0","4","0","3","1","3122","0"
"L10598","ORecordLazyMap.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordLazyMap.java","L10581","33","0","170","0","45","7","3122","0"
"L10599","ORecordLazyMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordLazyMultiValue.java","L10581","1","0","8","0","20","8","3122","0"
"L10600","ORecordLazySet.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordLazySet.java","L10581","24","0","174","1","88","10","1345","0"
"L10601","ORecordMultiValueHelper.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordMultiValueHelper.java","L10581","9","0","34","0","5","2","3122","0"
"L10602","ORecordOperation.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordOperation.java","L10581","17","0","106","0","30","5","327","0"
"L10603","ORecordTrackedIterator.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordTrackedIterator.java","L10581","2","0","22","0","5","2","3122","0"
"L10604","ORecordTrackedList.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordTrackedList.java","L10581","1","0","12","0","23","6","327","0"
"L10605","ORecordTrackedSet.java","core/src/main/java/com/orientechnologies/orient/core/db/record/ORecordTrackedSet.java","L10581","27","0","154","0","30","8","327","0"
"L10606","OTrackedList.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OTrackedList.java","L10581","34","0","192","0","42","10","327","0"
"L10607","OTrackedMap.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OTrackedMap.java","L10581","33","0","163","1","39","8","327","0"
"L10608","OTrackedMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OTrackedMultiValue.java","L10581","1","0","8","0","4","1","3122","0"
"L10609","OTrackedSet.java","core/src/main/java/com/orientechnologies/orient/core/db/record/OTrackedSet.java","L10581","28","0","163","1","41","8","327","0"
"L13997","ODatabaseCompare.java","core/src/main/java/com/orientechnologies/orient/core/db/tool/ODatabaseCompare.java","L13996","139","0","696","4","94","11","3122","0"
"L13998","ODatabaseExport.java","core/src/main/java/com/orientechnologies/orient/core/db/tool/ODatabaseExport.java","L13996","103","0","443","5","155","13","3122","0"
"L13999","ODatabaseExportException.java","core/src/main/java/com/orientechnologies/orient/core/db/tool/ODatabaseExportException.java","L13996","1","0","16","0","2","1","3122","0"
"L14000","ODatabaseImpExpAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/tool/ODatabaseImpExpAbstract.java","L13996","28","0","203","0","59","11","327","0"
"L14001","ODatabaseImport.java","core/src/main/java/com/orientechnologies/orient/core/db/tool/ODatabaseImport.java","L13996","220","0","1147","9","238","14","3122","0"
"L14002","ODatabaseImportException.java","core/src/main/java/com/orientechnologies/orient/core/db/tool/ODatabaseImportException.java","L13996","1","0","16","0","2","1","3122","0"
"L15346","OEngineLocalPaginated.java","core/src/main/java/com/orientechnologies/orient/core/engine/local/OEngineLocalPaginated.java","L15345","2","0","41","0","12","6","3122","0"
"L15383","OEngineMemory.java","core/src/main/java/com/orientechnologies/orient/core/engine/memory/OEngineMemory.java","L15382","2","0","26","0","9","4","3122","0"
"L15813","OJSONFetchContext.java","core/src/main/java/com/orientechnologies/orient/core/fetch/json/OJSONFetchContext.java","L15812","50","0","209","1","56","11","327","0"
"L15814","OJSONFetchListener.java","core/src/main/java/com/orientechnologies/orient/core/fetch/json/OJSONFetchListener.java","L15812","6","0","66","1","15","6","327","0"
"L16412","ORemoteFetchContext.java","core/src/main/java/com/orientechnologies/orient/core/fetch/remote/ORemoteFetchContext.java","L16411","1","0","39","0","11","6","561","0"
"L16413","ORemoteFetchListener.java","core/src/main/java/com/orientechnologies/orient/core/fetch/remote/ORemoteFetchListener.java","L16411","3","0","47","1","24","11","327","0"
"L16965","OHashTableIndexEngine.java","core/src/main/java/com/orientechnologies/orient/core/index/engine/OHashTableIndexEngine.java","L16964","34","0","328","3","31","7","3122","0"
"L16966","ORemoteIndexEngine.java","core/src/main/java/com/orientechnologies/orient/core/index/engine/ORemoteIndexEngine.java","L16964","1","0","113","7","48","10","3122","0"
"L16967","OSBTreeIndexEngine.java","core/src/main/java/com/orientechnologies/orient/core/index/engine/OSBTreeIndexEngine.java","L16964","21","0","361","9","85","12","3122","0"
"L20957","AbstractEntryIterator.java","core/src/main/java/com/orientechnologies/orient/core/index/mvrbtree/AbstractEntryIterator.java","L20956","24","0","104","0","6","5","8","0"
"L20958","OMVRBTree.java","core/src/main/java/com/orientechnologies/orient/core/index/mvrbtree/OMVRBTree.java","L20956","337","0","1835","1","10","5","327","0"
"L20959","OMVRBTreeEntry.java","core/src/main/java/com/orientechnologies/orient/core/index/mvrbtree/OMVRBTreeEntry.java","L20956","32","0","196","1","8","7","561","0"
"L20960","OMVRBTreeEntryMemory.java","core/src/main/java/com/orientechnologies/orient/core/index/mvrbtree/OMVRBTreeEntryMemory.java","L20956","19","0","172","0","7","5","3122","0"
"L20961","OMVRBTreeEntryPosition.java","core/src/main/java/com/orientechnologies/orient/core/index/mvrbtree/OMVRBTreeEntryPosition.java","L20956","4","0","29","0","6","5","8","0"
"L20962","OMVRBTreeMemory.java","core/src/main/java/com/orientechnologies/orient/core/index/mvrbtree/OMVRBTreeMemory.java","L20956","1","0","47","0","6","5","8","0"
"L20963","OMVRBTreeSet.java","core/src/main/java/com/orientechnologies/orient/core/index/mvrbtree/OMVRBTreeSet.java","L20956","13","0","159","0","6","5","8","0"
"L25946","OSBTreeMapEntryIterator.java","core/src/main/java/com/orientechnologies/orient/core/index/sbtree/OSBTreeMapEntryIterator.java","L25945","5","0","78","0","31","8","327","0"
"L25947","OTreeInternal.java","core/src/main/java/com/orientechnologies/orient/core/index/sbtree/OTreeInternal.java","L25945","1","0","29","0","23","9","327","0"
"L28316","OObjectIteratorClassInterface.java","core/src/main/java/com/orientechnologies/orient/core/iterator/object/OObjectIteratorClassInterface.java","L28315","1","0","4","0","1","0","0","0"
"L28317","OObjectIteratorClusterInterface.java","core/src/main/java/com/orientechnologies/orient/core/iterator/object/OObjectIteratorClusterInterface.java","L28315","1","0","4","0","1","0","0","0"
"L28806","ODatabaseFunction.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/ODatabaseFunction.java","L28805","4","0","67","1","19","7","3122","0"
"L28807","ODatabaseFunctionFactory.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/ODatabaseFunctionFactory.java","L28805","1","0","25","0","4","3","327","0"
"L28808","OFunction.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/OFunction.java","L28805","7","0","104","1","28","6","327","0"
"L28809","OFunctionLibrary.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/OFunctionLibrary.java","L28805","1","0","10","0","3","0","0","0"
"L28810","OFunctionLibraryImpl.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/OFunctionLibraryImpl.java","L28805","4","0","65","0","28","8","327","0"
"L28811","OFunctionLibraryProxy.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/OFunctionLibraryProxy.java","L28805","1","0","33","0","5","4","327","0"
"L28812","OFunctionTrigger.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/OFunctionTrigger.java","L28805","1","0","30","0","19","6","1345","0"
"L28813","OFunctionUtilWrapper.java","core/src/main/java/com/orientechnologies/orient/core/metadata/function/OFunctionUtilWrapper.java","L28805","12","0","22","0","7","4","327","0"
"L29132","OClass.java","core/src/main/java/com/orientechnologies/orient/core/metadata/schema/OClass.java","L29131","1","0","111","6","145","12","327","0"
"L29133","OClassAbstractDelegate.java","core/src/main/java/com/orientechnologies/orient/core/metadata/schema/OClassAbstractDelegate.java","L29131","1","0","355","4","64","10","327","0"
"L29134","OClassImpl.java","core/src/main/java/com/orientechnologies/orient/core/metadata/schema/OClassImpl.java","L29131","270","0","1942","21","306","22","82","0"
"L29135","OGlobalProperty.java","core/src/main/java/com/orientechnologies/orient/core/metadata/schema/OGlobalProperty.java","L29131","1","0","6","0","4","3","3122","0"
"L29136","OGlobalPropertyImpl.java","core/src/main/java/com/orientechnologies/orient/core/metadata/schema/OGlobalPropertyImpl.java","L29131","1","0","38","0","5","3","3122","0"
